kod_2022;namn_2022;kod_2018_troligast;namn_2018;typ;belagg;kalla
14800234;Östra Göteborg, Söndagsgatan m fl;14803041;Östra Göteborg, Adventsparken, V;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14803041 (Östra Göteborg, Adventsparken, V) täcker 61.0 procent av det nya distriktet, 54.2 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800235;Östra Göteborg, Kortedala Norra;14803043;Östra Göteborg, Kortedala, Norra;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14803043, geometri 99.9/99.3 procent. geometri geo_overlap_2018_2022.csv: 14803043 (Östra Göteborg, Kortedala, Norra) täcker 99.9 procent av det nya distriktet, 99.3 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800301;Östra Centrum, Fräntorp;14802111;Örgryte-Härlanda, Fräntorp;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802111 (Örgryte-Härlanda, Fräntorp) täcker 100.0 procent av det nya distriktet, 93.3 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800302;Östra Centrum, Vidkärr;14802111;Örgryte-Härlanda, Fräntorp;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802111 (Örgryte-Härlanda, Fräntorp) täcker 59.3 procent av det nya distriktet, 6.6 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800303;Östra Centrum, Munkebäck Norra;14802105;Örgryte-Härlanda, Munkebäck, Norra;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14802105, geometri 100.0/99.4 procent. geometri geo_overlap_2018_2022.csv: 14802105 (Örgryte-Härlanda, Munkebäck, Norra) täcker 100.0 procent av det nya distriktet, 99.4 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800304;Östra Centrum, Munkebäck Södra;14802106;Örgryte-Härlanda, Munkebäck, Södra;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802106 (Örgryte-Härlanda, Munkebäck, Södra) täcker 100.0 procent av det nya distriktet, 81.0 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800305;Östra Centrum, Kålltorp Norra;14802101;Örgryte-Härlanda, Kålltorp, Norra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802101 (Örgryte-Härlanda, Kålltorp, Norra) täcker 78.0 procent av det nya distriktet, 62.3 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800306;Östra Centrum, Torpa;14802112;Örgryte-Härlanda, Torpa;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802112 (Örgryte-Härlanda, Torpa) täcker 72.5 procent av det nya distriktet, 75.5 procent av det gamla ligger där, 4 källor över 5 procent;geometri + mappning_2018_2022.csv
14800307;Östra Centrum, Björkekärr Norra;14802121;Örgryte-Härlanda, Björkekärr, Norra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802121 (Örgryte-Härlanda, Björkekärr, Norra) täcker 96.6 procent av det nya distriktet, 92.8 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800308;Östra Centrum, Smörslätten;14802124;Örgryte-Härlanda, Björkekärr, Östra;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802124 (Örgryte-Härlanda, Björkekärr, Östra) täcker 100.0 procent av det nya distriktet, 42.4 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800309;Östra Centrum, Björkekärr Östra;14802124;Örgryte-Härlanda, Björkekärr, Östra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802124 (Örgryte-Härlanda, Björkekärr, Östra) täcker 72.8 procent av det nya distriktet, 55.2 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800310;Östra Centrum, Robertshöjd m fl;14802125;Örgryte-Härlanda, Robertshöjd m fl;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802125 (Örgryte-Härlanda, Robertshöjd m fl) täcker 87.1 procent av det nya distriktet, 71.7 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800311;Östra Centrum, Björkekärr Västra;14802123;Örgryte-Härlanda, Björkekärr, Västra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802123 (Örgryte-Härlanda, Björkekärr, Västra) täcker 91.2 procent av det nya distriktet, 82.5 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800312;Östra Centrum, Kålltorp Östra;14802104;Örgryte-Härlanda, Kålltorp, Östra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802104 (Örgryte-Härlanda, Kålltorp, Östra) täcker 84.6 procent av det nya distriktet, 84.3 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800313;Östra Centrum, Solrosparken;14802103;Örgryte-Härlanda, Kålltorp, Västra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802103 (Örgryte-Härlanda, Kålltorp, Västra) täcker 45.0 procent av det nya distriktet, 24.1 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800314;Östra Centrum, Kålltorp Västra;14802103;Örgryte-Härlanda, Kålltorp, Västra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802103 (Örgryte-Härlanda, Kålltorp, Västra) täcker 72.3 procent av det nya distriktet, 69.5 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800315;Östra Centrum, Kålltorp Södra;14802102;Örgryte-Härlanda, Kålltorp, Södra;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802102 (Örgryte-Härlanda, Kålltorp, Södra) täcker 100.0 procent av det nya distriktet, 94.8 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800316;Östra Centrum, Björkekärr Södra;14802122;Örgryte-Härlanda, Björkekärr, Södra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802122 (Örgryte-Härlanda, Björkekärr, Södra) täcker 99.8 procent av det nya distriktet, 99.5 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (14802122 täcker 99.8 procent av 2022-distriktet, 99.5 procent av 2018-distriktet ligger där) trots att källan inte markerar distriktet som jämförbart;geometri + mappning_2018_2022.csv
14800317;Östra Centrum, Kallebäck Östra;14802043;Örgryte-Härlanda, Kallebäck, Östra;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14802043, geometri 99.6/99.8 procent. geometri geo_overlap_2018_2022.csv: 14802043 (Örgryte-Härlanda, Kallebäck, Östra) täcker 99.6 procent av det nya distriktet, 99.8 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800318;Östra Centrum, Kallebäck Västra;14802042;Örgryte-Härlanda, Kallebäck, Västra;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802042 (Örgryte-Härlanda, Kallebäck, Västra) täcker 99.0 procent av det nya distriktet, 91.6 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800319;Östra Centrum, Kallebäck Norra;14802041;Örgryte-Härlanda, Kallebäck, Norra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802041 (Örgryte-Härlanda, Kallebäck, Norra) täcker 87.0 procent av det nya distriktet, 89.3 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800320;Östra Centrum, Skår Södra;14802053;Örgryte-Härlanda, Skår, Södra;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14802053, geometri 99.3/100.0 procent. geometri geo_overlap_2018_2022.csv: 14802053 (Örgryte-Härlanda, Skår, Södra) täcker 99.3 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800321;Östra Centrum, Jakobsdal;14802051;Örgryte-Härlanda, Jakobsdal;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802051 (Örgryte-Härlanda, Jakobsdal) täcker 100.0 procent av det nya distriktet, 73.5 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800322;Östra Centrum, Skår Norra;14802052;Örgryte-Härlanda, Skår, Norra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802052 (Örgryte-Härlanda, Skår, Norra) täcker 96.8 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800323;Östra Centrum, Stora Torp;14802071;Örgryte-Härlanda, Stora Torp;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802071 (Örgryte-Härlanda, Stora Torp) täcker 99.9 procent av det nya distriktet, 89.1 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800324;Östra Centrum, Lilla Torp;14802072;Örgryte-Härlanda, Lilla Torp;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802072 (Örgryte-Härlanda, Lilla Torp) täcker 93.5 procent av det nya distriktet, 82.6 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800325;Östra Centrum, Bö;14802072;Örgryte-Härlanda, Lilla Torp;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802072 (Örgryte-Härlanda, Lilla Torp) täcker 57.6 procent av det nya distriktet, 13.2 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800326;Östra Centrum, Örgryte;14802062;Örgryte-Härlanda, Örgryte;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802062 (Örgryte-Härlanda, Örgryte) täcker 93.6 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800327;Östra Centrum, Prästgårdsängen m fl;14802083;Örgryte-Härlanda, Kärralund, Södra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802083 (Örgryte-Härlanda, Kärralund, Södra) täcker 61.8 procent av det nya distriktet, 52.5 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800328;Östra Centrum, Kärralund Södra;14802083;Örgryte-Härlanda, Kärralund, Södra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802083 (Örgryte-Härlanda, Kärralund, Södra) täcker 64.1 procent av det nya distriktet, 47.4 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800329;Östra Centrum, Kärralund Norra;14802082;Örgryte-Härlanda, Kärralund, Norra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802082 (Örgryte-Härlanda, Kärralund, Norra) täcker 89.2 procent av det nya distriktet, 72.3 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800330;Östra Centrum, Härlanda;14802091;Örgryte-Härlanda, Härlanda;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802091 (Örgryte-Härlanda, Härlanda) täcker 99.0 procent av det nya distriktet, 96.4 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800331;Östra Centrum, Lunden Nya;14802085;Örgryte-Härlanda, Lunden, Nya;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14802085, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14802085 (Örgryte-Härlanda, Lunden, Nya) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800332;Östra Centrum, Danska Vägen m fl;14802081;Örgryte-Härlanda, Danska vägen m fl;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802081 (Örgryte-Härlanda, Danska vägen m fl) täcker 100.0 procent av det nya distriktet, 92.4 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800333;Östra Centrum, Nobelplatsen;14802086;Örgryte-Härlanda, Nobelplatsen;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14802086, geometri 99.8/92.8 procent. geometri geo_overlap_2018_2022.csv: 14802086 (Örgryte-Härlanda, Nobelplatsen) täcker 99.8 procent av det nya distriktet, 92.8 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är inte 1:1, 14802086 täcker 99.8 procent av 2022-distriktet och 92.8 procent av 2018-distriktet ligger där;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800334;Östra Centrum, Sankt Pauli;14802087;Örgryte-Härlanda, Sankt Pauli;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802087 (Örgryte-Härlanda, Sankt Pauli) täcker 87.0 procent av det nya distriktet, 83.6 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800335;Östra Centrum, Lunden Gamla;14802084;Örgryte-Härlanda, Lunden, Gamla;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802084 (Örgryte-Härlanda, Lunden, Gamla) täcker 74.8 procent av det nya distriktet, 62.5 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800336;Östra Centrum, Överås;14802088;Örgryte-Härlanda, Överås;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14802088, geometri 99.7/100.0 procent. geometri geo_overlap_2018_2022.csv: 14802088 (Örgryte-Härlanda, Överås) täcker 99.7 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800337;Östra Centrum, Gubbero;14802014;Örgryte-Härlanda, Redbergsplatsen;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802014 (Örgryte-Härlanda, Redbergsplatsen) täcker 70.9 procent av det nya distriktet, 51.0 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800338;Östra Centrum, Gubberoparken;14802011;Örgryte-Härlanda, Gubbero;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802011 (Örgryte-Härlanda, Gubbero) täcker 79.8 procent av det nya distriktet, 89.1 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800339;Östra Centrum, Redbergsplatsen;14802014;Örgryte-Härlanda, Redbergsplatsen;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802014 (Örgryte-Härlanda, Redbergsplatsen) täcker 78.5 procent av det nya distriktet, 48.9 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800340;Östra Centrum, Olskroken;14802012;Örgryte-Härlanda, Olskroken;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802012 (Örgryte-Härlanda, Olskroken) täcker 100.0 procent av det nya distriktet, 95.6 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800341;Östra Centrum, Redberget;14802013;Örgryte-Härlanda, Redberget;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802013 (Örgryte-Härlanda, Redberget) täcker 99.8 procent av det nya distriktet, 93.7 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800342;Östra Centrum, Bagaregården;14802021;Örgryte-Härlanda, Bagaregården;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802021 (Örgryte-Härlanda, Bagaregården) täcker 99.4 procent av det nya distriktet, 85.9 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800343;Östra Centrum, Redbergslid;14802022;Örgryte-Härlanda, Ånäs;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802022 (Örgryte-Härlanda, Ånäs) täcker 91.2 procent av det nya distriktet, 42.1 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800344;Östra Centrum, Ånäs;14802022;Örgryte-Härlanda, Ånäs;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802022 (Örgryte-Härlanda, Ånäs) täcker 56.8 procent av det nya distriktet, 57.9 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800345;Östra Centrum, Strömmensberg Västra;14802031;Örgryte-Härlanda, Strömmensberg, V;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802031 (Örgryte-Härlanda, Strömmensberg, V) täcker 50.9 procent av det nya distriktet, 43.5 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800346;Östra Centrum, Strömmensberg Östra;14802032;Örgryte-Härlanda, Strömmensberg, Ö;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14802032 (Örgryte-Härlanda, Strömmensberg, Ö) täcker 100.0 procent av det nya distriktet, 76.3 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800401;Centrum, Otterhällan;14801163;Centrum, Otterhällan;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801163, geometri 99.9/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801163 (Centrum, Otterhällan) täcker 99.9 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800402;Centrum, Inom Vallgraven;14801161;Centrum, Inom Vallgraven;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801161 (Centrum, Inom Vallgraven) täcker 100.0 procent av det nya distriktet, 79.5 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800403;Centrum, Nordstan;14801162;Centrum, Nordstan;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801162 (Centrum, Nordstan) täcker 100.0 procent av det nya distriktet, 78.9 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800404;Centrum, Stampen Västra;14801162;Centrum, Nordstan;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801162 (Centrum, Nordstan) täcker 29.3 procent av det nya distriktet, 21.1 procent av det gamla ligger där, 4 källor över 5 procent;geometri + mappning_2018_2022.csv
14800405;Centrum, Odinsgatan m fl;14801173;Centrum, Odinsgatan m fl;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801173 (Centrum, Odinsgatan m fl) täcker 97.3 procent av det nya distriktet, 94.8 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800406;Centrum, Stampen Östra;14801174;Centrum, Stampen;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801174 (Centrum, Stampen) täcker 96.4 procent av det nya distriktet, 82.5 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800407;Centrum, Friggagatan m fl;14801171;Centrum, Friggagatan m fl;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801171, geometri 100.0/87.1 procent. geometri geo_overlap_2018_2022.csv: 14801171 (Centrum, Friggagatan m fl) täcker 100.0 procent av det nya distriktet, 87.1 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är inte 1:1, 14801171 täcker 100.0 procent av 2022-distriktet och 87.1 procent av 2018-distriktet ligger där;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800408;Centrum, Svingeln;14801175;Centrum, Svingeln;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801175 (Centrum, Svingeln) täcker 78.8 procent av det nya distriktet, 66.6 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800409;Centrum, Gårda Norra;14801172;Centrum, Gårda, Norra;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801172, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801172 (Centrum, Gårda, Norra) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800410;Centrum, Gårda Södra;14801182;Centrum, Gårda, Södra;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801182, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801182 (Centrum, Gårda, Södra) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800411;Centrum, Bohusgatan m fl;14801181;Centrum, Bohusgatan m fl;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801181 (Centrum, Bohusgatan m fl) täcker 90.2 procent av det nya distriktet, 78.1 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800412;Centrum, Sten Sturegatan m fl;14801185;Centrum, Sten Sturegatan m fl;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801185 (Centrum, Sten Sturegatan m fl) täcker 86.2 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800413;Centrum, Heden;14801183;Centrum, Heden;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801183 (Centrum, Heden) täcker 41.2 procent av det nya distriktet, 77.8 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800414;Centrum, Hedås;14801184;Centrum, Hedås;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801184 (Centrum, Hedås) täcker 94.6 procent av det nya distriktet, 39.5 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800415;Centrum, Götaplatsen;14801141;Centrum, Lorensberg;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801141 (Centrum, Lorensberg) täcker 49.2 procent av det nya distriktet, 25.7 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800416;Centrum, Carlandersplatsen;14801103;Centrum, Getebergsäng;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801103 (Centrum, Getebergsäng) täcker 99.8 procent av det nya distriktet, 84.3 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
