kod_2014;namn_2014;kod_2010_troligast;namn_2010;typ;belagg
14802081;Örgryte-Härlanda, Kärralund;14800686;Örgryte, Kärralund;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 456,38,154,43,275,83,160,51 (summa 1260) mot 2010 14800686, geometri 100.0/100.0 procent, namn lika
14802082;Örgryte-Härlanda, Lunden, Gamla;14800682;Örgryte, Gamla Lunden;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 317,47,112,37,302,77,146,41 (summa 1079) mot 2010 14800682, geometri 100.0/100.0 procent, namn olika
14802083;Örgryte-Härlanda, Lunden, Nya;14800685;Örgryte, Nya Lunden-Prästgårdsängen;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 470,32,149,40,249,74,153,44 (summa 1211) mot 2010 14800685, geometri 100.0/100.0 procent, namn olika
14802084;Örgryte-Härlanda, Nobelplatsen;14800683;Örgryte, Nobelplatsen;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 212,38,88,29,253,92,170,50 (summa 932) mot 2010 14800683, geometri 100.0/100.0 procent, namn lika
14802085;Örgryte-Härlanda, Sankt Pauli;14800684;Örgryte, Sankt Pauli;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 302,30,99,39,255,56,130,54 (summa 965) mot 2010 14800684, geometri 100.0/100.0 procent, namn lika
14802086;Örgryte-Härlanda, Överås;14800681;Örgryte, Överås;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 395,42,102,51,312,78,165,60 (summa 1205) mot 2010 14800681, geometri 100.0/100.0 procent, namn lika
14802091;Örgryte-Härlanda, Härlanda;14800511;Härlanda, Härlanda;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 305,37,121,43,228,51,133,20 (summa 938) mot 2010 14800511, geometri 100.0/100.0 procent, namn lika
14802101;Örgryte-Härlanda, Kålltorp, Norra;14800524;Härlanda, Vidkärr;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800524 (Härlanda, Vidkärr) täcker 72.9 procent av det nya distriktet, 46.1 procent av det gamla ligger där, 2 källor över 5 procent
14802102;Örgryte-Härlanda, Kålltorp, Södra;14800521;Härlanda, Södra Kålltorp;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800521 (Härlanda, Södra Kålltorp) täcker 100.0 procent av det nya distriktet, 92.2 procent av det gamla ligger där, 1 källor över 5 procent
14802103;Örgryte-Härlanda, Kålltorp, Västra;14800522;Härlanda, Västra Kålltorp;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800522 (Härlanda, Västra Kålltorp) täcker 55.4 procent av det nya distriktet, 71.7 procent av det gamla ligger där, 2 källor över 5 procent
14802104;Örgryte-Härlanda, Kålltorp, Östra;14800523;Härlanda, Östra Kålltorp;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 139,19,59,25,261,96,138,41 (summa 778) mot 2010 14800523, geometri 100.0/100.0 procent, namn olika
14802105;Örgryte-Härlanda, Munkebäck, Norra;14800525;Härlanda, Munkebäck;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800525 (Härlanda, Munkebäck) täcker 100.0 procent av det nya distriktet, 63.9 procent av det gamla ligger där, 1 källor över 5 procent
14802106;Örgryte-Härlanda, Munkebäck, Södra;14800525;Härlanda, Munkebäck;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800525 (Härlanda, Munkebäck) täcker 54.9 procent av det nya distriktet, 36.1 procent av det gamla ligger där, 2 källor över 5 procent
14802111;Örgryte-Härlanda, Fräntorp;14800532;Härlanda, Fräntorp;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800532 (Härlanda, Fräntorp) täcker 93.2 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent
14802112;Örgryte-Härlanda, Torpa;14800531;Härlanda, Torpa;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800531 (Härlanda, Torpa) täcker 100.0 procent av det nya distriktet, 74.2 procent av det gamla ligger där, 1 källor över 5 procent
14802121;Örgryte-Härlanda, Björkekärr, Norra;14800543;Härlanda, Norra Björkekärr;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800543 (Härlanda, Norra Björkekärr) täcker 86.9 procent av det nya distriktet, 87.2 procent av det gamla ligger där, 2 källor över 5 procent
14802122;Örgryte-Härlanda, Björkekärr, Södra;14800541;Härlanda, Södra Björkekärr;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800541 (Härlanda, Södra Björkekärr) täcker 100.0 procent av det nya distriktet, 98.9 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är i praktiken 1:1 (Härlanda, Södra Björkekärr) trots att FGVAL saknas
14802123;Örgryte-Härlanda, Björkekärr, Västra;14800542;Härlanda, Västra Björkekärr;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800542 (Härlanda, Västra Björkekärr) täcker 100.0 procent av det nya distriktet, 81.0 procent av det gamla ligger där, 1 källor över 5 procent
14802124;Örgryte-Härlanda, Björkekärr, Östra;14800544;Härlanda, Robertshöjd;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800544 (Härlanda, Robertshöjd) täcker 63.2 procent av det nya distriktet, 42.5 procent av det gamla ligger där, 2 källor över 5 procent
14802125;Örgryte-Härlanda, Robertshöjd m fl;14800544;Härlanda, Robertshöjd;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800544 (Härlanda, Robertshöjd) täcker 62.0 procent av det nya distriktet, 57.5 procent av det gamla ligger där, 2 källor över 5 procent
14803011;Östra Göteborg, Bellevue;14800314;Kortedala, Bellevue;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800314 (Kortedala, Bellevue) täcker 81.4 procent av det nya distriktet, 75.2 procent av det gamla ligger där, 2 källor över 5 procent
14803012;Östra Göteborg, Gamlestaden;14800311;Kortedala, Gamlestaden;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800311 (Kortedala, Gamlestaden) täcker 100.0 procent av det nya distriktet, 83.6 procent av det gamla ligger där, 1 källor över 5 procent
14803013;Östra Göteborg, Kviberg, Västra;14800313;Kortedala, Kviberg;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800313 (Kortedala, Kviberg) täcker 92.8 procent av det nya distriktet, 38.3 procent av det gamla ligger där, 2 källor över 5 procent
14803014;Östra Göteborg, Kviberg, Östra;14800313;Kortedala, Kviberg;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800313 (Kortedala, Kviberg) täcker 100.0 procent av det nya distriktet, 61.7 procent av det gamla ligger där, 1 källor över 5 procent
14803015;Östra Göteborg, Nylöse;14800312;Kortedala, Nylöse;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 117,16,35,26,370,134,142,49 (summa 889) mot 2010 14800312, geometri 100.0/100.0 procent, namn lika
14803021;Östra Göteborg, Fjällbo;14800323;Kortedala, Fjällbo;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800323 (Kortedala, Fjällbo) täcker 100.0 procent av det nya distriktet, 52.0 procent av det gamla ligger där, 1 källor över 5 procent
14803022;Östra Göteborg, Utby;14800322;Kortedala, Utby;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 302,29,135,95,366,50,132,46 (summa 1155) mot 2010 14800322, geometri 100.0/100.0 procent, namn lika
14803023;Östra Göteborg, Utbynäs;14800321;Kortedala, Utbynäs;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800321 (Kortedala, Utbynäs) täcker 53.4 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent
14803031;Östra Göteborg, Gregorianska g. m fl;14800331;Kortedala, Gregorianska gatan m fl;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 58,7,21,19,410,96,82,50 (summa 743) mot 2010 14800331, geometri 100.0/100.0 procent, namn olika
14803032;Östra Göteborg, Kortedala Centrum;14800334;Kortedala, Kortedala Centrum;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 59,9,22,31,448,118,74,62 (summa 823) mot 2010 14800334, geometri 100.0/100.0 procent, namn lika
14803033;Östra Göteborg, Kortedala, Södra;14800335;Kortedala, Södra Kortedala;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 147,16,53,39,417,83,107,50 (summa 912) mot 2010 14800335, geometri 100.0/100.0 procent, namn olika
14803034;Östra Göteborg, Kortedala, Västra;14800332;Kortedala, Västra Kortedala;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 115,7,40,32,537,83,70,75 (summa 959) mot 2010 14800332, geometri 100.0/100.0 procent, namn olika
14803035;Östra Göteborg, Kortedala, Östra;14800333;Kortedala, Östra Kortedala;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 107,12,41,28,479,104,91,62 (summa 924) mot 2010 14800333, geometri 100.0/100.0 procent, namn olika
14803041;Östra Göteborg, Adventsparken;14800341;Kortedala, Adventsparken;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 103,8,50,25,477,78,66,82 (summa 889) mot 2010 14800341, geometri 100.0/100.0 procent, namn lika
14803042;Östra Göteborg, Kortedala, Norra;14800342;Kortedala, Norra Kortedala;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 90,10,26,22,568,137,111,62 (summa 1026) mot 2010 14800342, geometri 100.0/100.0 procent, namn olika
14803043;Östra Göteborg, Månadsgatorna m fl;14800343;Kortedala, Månadsgatorna m fl;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 128,5,50,24,537,127,89,86 (summa 1046) mot 2010 14800343, geometri 100.0/100.0 procent, namn lika
14803051;Östra Göteborg, Bergsjön, Norra;14800414;Bergsjön, Norra Bergsjön;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 60,9,28,33,247,71,77,43 (summa 568) mot 2010 14800414, geometri 100.0/100.0 procent, namn olika
14803052;Östra Göteborg, Gärdsmosse;14800413;Bergsjön, Gärdsmosse;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 36,5,15,12,398,56,62,35 (summa 619) mot 2010 14800413, geometri 100.0/100.0 procent, namn lika
14803053;Östra Göteborg, Gärdsås;14800411;Bergsjön, Gärdsås;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 128,3,23,31,313,42,53,50 (summa 643) mot 2010 14800411, geometri 100.0/100.0 procent, namn lika
14803054;Östra Göteborg, Siriusgatan;14800412;Bergsjön, Siriusgatan;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 64,5,22,21,629,78,61,45 (summa 925) mot 2010 14800412, geometri 100.0/100.0 procent, namn lika
14803061;Östra Göteborg, Bergsjön, Södra;14800421;Bergsjön, Södra Bergsjön;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 48,4,22,14,567,56,32,23 (summa 766) mot 2010 14800421, geometri 100.0/100.0 procent, namn olika
14803062;Östra Göteborg, Bergsjön, Östra;14800422;Bergsjön, Östra Bergsjön;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 46,2,15,26,614,34,66,21 (summa 824) mot 2010 14800422, geometri 100.0/100.0 procent, namn olika
14803063;Östra Göteborg, Komettorget;14800424;Bergsjön, Komettorget;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 60,1,39,26,465,64,59,31 (summa 745) mot 2010 14800424, geometri 100.0/100.0 procent, namn lika
14803064;Östra Göteborg, Rymdtorget;14800423;Bergsjön, Rymdtorget;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 20,2,11,15,340,36,22,13 (summa 459) mot 2010 14800423, geometri 100.0/100.0 procent, namn lika
14804021;Lundby, Bjurslätt;14801822;Lundby, Bjurslätt;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 172,19,44,25,424,103,102,56 (summa 945) mot 2010 14801822, geometri 100.0/100.0 procent, namn lika
14804022;Lundby, Flunsås;14801821;Lundby, Flunsås;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 153,25,66,26,327,103,120,57 (summa 877) mot 2010 14801821, geometri 100.0/100.0 procent, namn lika
14804023;Lundby, Kvillebäcken, Norra;14801823;Lundby, Norra Kvillebäcken;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 164,14,61,25,345,94,110,77 (summa 890) mot 2010 14801823, geometri 100.0/95.6 procent, namn olika
14804024;Lundby, Kvillebäcken, Södra;14801825;Lundby, Södra Kvillebäcken;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801825 (Lundby, Södra Kvillebäcken) täcker 100.0 procent av det nya distriktet, 3.4 procent av det gamla ligger där, 1 källor över 5 procent
14804025;Lundby, Kvillebäcken, Östra;14801825;Lundby, Södra Kvillebäcken;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801825 (Lundby, Södra Kvillebäcken) täcker 99.4 procent av det nya distriktet, 78.0 procent av det gamla ligger där, 1 källor över 5 procent
14804026;Lundby, Wieselgrensplatsen;14801824;Lundby, Wieselgrensplatsen;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 126,15,32,18,310,70,112,41 (summa 724) mot 2010 14801824, geometri 100.0/100.0 procent, namn lika
14804031;Lundby, Hilldedal;14801831;Lundby, Hilldedal;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801831 (Lundby, Hilldedal) täcker 100.0 procent av det nya distriktet, 94.4 procent av det gamla ligger där, 1 källor över 5 procent
14804032;Lundby, Slätta Damm;14801832;Lundby, Slätta Damm;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801832 (Lundby, Slätta Damm) täcker 96.3 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent
14804041;Lundby, Kärrdalen;14801843;Lundby, Kärrdalen;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 341,23,92,43,277,42,79,50 (summa 947) mot 2010 14801843, geometri 100.0/100.0 procent, namn lika
14804042;Lundby, Tolered, Norra;14801842;Lundby, Norra Tolered;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 268,28,65,35,238,48,57,19 (summa 758) mot 2010 14801842, geometri 100.0/100.0 procent, namn olika
14804043;Lundby, Tolered, Södra;14801841;Lundby, Södra Tolered;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 184,23,94,27,256,46,66,43 (summa 739) mot 2010 14801841, geometri 100.0/100.0 procent, namn olika
14804051;Norra Hisingen, Glöstorp;14801914;Tuve-Säve, Glöstorp;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 150,16,54,30,361,48,43,65 (summa 767) mot 2010 14801914, geometri 100.0/100.0 procent, namn lika
14804052;Norra Hisingen, Gunnestorp;14801913;Tuve-Säve, Gunnestorp;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 260,22,95,25,495,65,59,50 (summa 1071) mot 2010 14801913, geometri 100.0/100.0 procent, namn lika
14804053;Norra Hisingen, Norumshöjd;14801915;Tuve-Säve, Norumshöjd;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 91,9,24,13,435,75,61,80 (summa 788) mot 2010 14801915, geometri 100.0/100.0 procent, namn lika
14804054;Norra Hisingen, Tuve;14801912;Tuve-Säve, Tuve;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801912 (Tuve-Säve, Tuve) täcker 100.0 procent av det nya distriktet, 49.7 procent av det gamla ligger där, 1 källor över 5 procent
14804055;Norra Hisingen, Tången;14801912;Tuve-Säve, Tuve;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801912 (Tuve-Säve, Tuve) täcker 57.9 procent av det nya distriktet, 50.3 procent av det gamla ligger där, 2 källor över 5 procent
14804061;Norra Hisingen, Säve;14801921;Tuve-Säve, Säve;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 353,189,62,36,327,43,55,101 (summa 1166) mot 2010 14801921, geometri 100.0/100.0 procent, namn lika
14804071;Norra Hisingen, Gerrebacka-Ingebäck;14802112;Kärra-Rödbo, Gerrebacka-Ingebäck;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 354,19,79,32,371,44,52,73 (summa 1024) mot 2010 14802112, geometri 100.0/100.0 procent, namn lika
14804072;Norra Hisingen, Kärra, Norra;14802114;Kärra-Rödbo, Norra Kärra;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 152,18,56,33,422,53,43,53 (summa 830) mot 2010 14802114, geometri 100.0/100.0 procent, namn olika
14804073;Norra Hisingen, Kärra, Södra;14802116;Kärra-Rödbo, Södra Kärra;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 228,17,55,34,411,42,40,97 (summa 924) mot 2010 14802116, geometri 100.0/100.0 procent, namn olika
14804074;Norra Hisingen, Kärra, Västra;14802113;Kärra-Rödbo, Västra Kärra;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 167,13,51,34,425,53,38,91 (summa 872) mot 2010 14802113, geometri 100.0/100.0 procent, namn olika
14804075;Norra Hisingen, Kärra, Östra;14802115;Kärra-Rödbo, Östra Kärra;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 184,13,59,23,482,47,37,74 (summa 919) mot 2010 14802115, geometri 100.0/100.0 procent, namn olika
14804076;Norra Hisingen, Mysterna-Svankälla;14802111;Kärra-Rödbo, Mysterna-Svankällan;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 379,16,90,42,340,41,46,76 (summa 1030) mot 2010 14802111, geometri 100.0/100.0 procent, namn olika
14804081;Norra Hisingen, Rödbo;14802121;Kärra-Rödbo, Rödbo;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 173,32,21,16,126,18,23,44 (summa 453) mot 2010 14802121, geometri 100.0/100.0 procent, namn lika
14804091;Norra Hisingen, Skogome-Sankt Jörgen;14802041;Backa, Skogome-Sankt Jörgen;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 392,35,119,47,453,82,78,63 (summa 1269) mot 2010 14802041, geometri 100.0/100.0 procent, namn lika
14804101;Norra Hisingen, Aröd;14802013;Backa, Aröd;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14802013 (Backa, Aröd) täcker 100.0 procent av det nya distriktet, 67.0 procent av det gamla ligger där, 1 källor över 5 procent
14804102;Norra Hisingen, Backa-Tingstad;14802011;Backa, Tingstad;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14802011 (Backa, Tingstad) täcker 81.7 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent
14804103;Norra Hisingen, Brunnsbo;14802012;Backa, Brunnsbo;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 135,13,51,32,546,99,77,76 (summa 1029) mot 2010 14802012, geometri 100.0/100.0 procent, namn lika
14804121;Norra Hisingen, Backa;14802023;Backa, Norra Backa;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14802023 (Backa, Norra Backa) täcker 50.5 procent av det nya distriktet, 70.1 procent av det gamla ligger där, 2 källor över 5 procent
14804122;Norra Hisingen, Backa Röd;14802022;Backa, Backa Röd;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14802022 (Backa, Backa Röd) täcker 84.3 procent av det nya distriktet, 72.3 procent av det gamla ligger där, 2 källor över 5 procent
14804123;Norra Hisingen, Bällskär;14802024;Backa, Bällskär;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14802024 (Backa, Bällskär) täcker 83.6 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent
14804124;Norra Hisingen, Wadköpingsgatan;14802022;Backa, Backa Röd;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14802022 (Backa, Backa Röd) täcker 100.0 procent av det nya distriktet, 23.3 procent av det gamla ligger där, 1 källor över 5 procent
14804131;Norra Hisingen, Backadalen;14802032;Backa, Backadalen;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 156,9,36,33,498,51,40,70 (summa 893) mot 2010 14802032, geometri 100.0/100.0 procent, namn lika
14804132;Norra Hisingen, Bäckebol;14802031;Backa, Bäckebol;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 102,4,32,21,367,32,29,39 (summa 626) mot 2010 14802031, geometri 100.0/100.0 procent, namn lika
14804133;Norra Hisingen, Selma Lagerlöfs torg;14802033;Backa, Selma Lagerlöfs torg;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 76,4,19,18,337,61,39,58 (summa 612) mot 2010 14802033, geometri 100.0/100.0 procent, namn lika
14804134;Norra Hisingen, Skälltorp;14802034;Backa, Skälltorp;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 234,18,89,35,555,96,56,75 (summa 1158) mot 2010 14802034, geometri 100.0/100.0 procent, namn lika
14804135;Norra Hisingen, Åketorp;14802035;Backa, Åketorp;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 396,21,114,56,489,63,75,65 (summa 1279) mot 2010 14802035, geometri 100.0/100.0 procent, namn lika
14804141;Lundby, Bräcke, Norra;14801853;Lundby, Norra Bräcke;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 167,26,61,38,345,81,93,82 (summa 893) mot 2010 14801853, geometri 100.0/100.0 procent, namn olika
14804142;Lundby, Bräcke, Södra;14801852;Lundby, Södra Bräcke;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 137,9,55,23,275,73,92,74 (summa 738) mot 2010 14801852, geometri 100.0/100.0 procent, namn olika
14804143;Lundby, Kyrkbyn;14801854;Lundby, Kyrkbyn;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801854 (Lundby, Kyrkbyn) täcker 92.2 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent
14804144;Lundby, Lundby, Norra;14801855;Lundby, Norra Lundby;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 138,12,35,19,230,54,69,45 (summa 602) mot 2010 14801855, geometri 100.0/100.0 procent, namn olika
14804145;Lundby, Lundby, Södra;14801856;Lundby, Södra Lundby;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 133,19,54,19,233,80,106,49 (summa 693) mot 2010 14801856, geometri 100.0/100.0 procent, namn olika
14804151;Lundby, Brämaregården, Norra;14801814;Lundby, Västra Brämaregården;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801814 (Lundby, Västra Brämaregården) täcker 100.0 procent av det nya distriktet, 26.8 procent av det gamla ligger där, 1 källor över 5 procent
14804152;Lundby, Brämaregården, Östra;14801815;Lundby, Östra Brämaregården;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 160,21,46,23,279,108,191,44 (summa 872) mot 2010 14801815, geometri 100.0/100.0 procent, namn olika
