kod_2014;namn_2014;kod_2018;namn_2018;procent_officiell;andel_av_2014_geo;andel_av_2018_geo;diff_geo_minus_officiell;status;indelning_2018
14805234;Askim-Frölunda-Högsbo, Pilegården;14805234;Askim-Frölunda-Högsbo, Pilegården;100.0;1.0000;1.0000;-0.0000;bada;O
14805235;Askim-Frölunda-Högsbo, Sisjön, Norra;14805237;Askim-Frölunda-Högsbo, Sisjön, V;98.7;0.3403;1.0000;-0.6467;bada;M
14805235;Askim-Frölunda-Högsbo, Sisjön, Norra;14805235;Askim-Frölunda-Högsbo, Sisjön, N;1.3;0.6597;0.8838;0.6467;bada;M
14805236;Askim-Frölunda-Högsbo, Sisjön, Södra;14805236;Askim-Frölunda-Högsbo, Sisjön, S;82.7;0.8091;1.0000;-0.0179;bada;M
14805236;Askim-Frölunda-Högsbo, Sisjön, Södra;14805235;Askim-Frölunda-Högsbo, Sisjön, N;17.3;0.1909;0.1162;0.0179;bada;M
14805241;Askim-Frölunda-Högsbo, Hovås, Södra;14805241;Askim-Frölunda-Högsbo, Hovås, Södra;100.0;1.0000;1.0000;-0.0000;bada;O
14805242;Askim-Frölunda-Högsbo, Trollåsen;14805242;Askim-Frölunda-Högsbo, Trollåsen;100.0;1.0000;1.0000;-0.0000;bada;O
14805251;Askim-Frölunda-Högsbo, Billdal;14805252;Askim-Frölunda-Högsbo, Billdal, S;52.0;0.7922;1.0000;0.2722;bada;M
14805251;Askim-Frölunda-Högsbo, Billdal;14805251;Askim-Frölunda-Högsbo, Billdal, N;48.0;0.2073;0.6164;-0.2727;bada;M
14805252;Askim-Frölunda-Högsbo, Brottkärr;14805253;Askim-Frölunda-Högsbo, Brottkärr;100.0;1.0000;1.0000;-0.0000;bada;O
14805253;Askim-Frölunda-Högsbo, Lindås;14805254;Askim-Frölunda-Högsbo, Lindås;80.6;0.8424;0.9994;0.0364;bada;M
14805253;Askim-Frölunda-Högsbo, Lindås;14805251;Askim-Frölunda-Högsbo, Billdal, N;19.4;0.1483;0.3780;-0.0457;bada;M
14805254;Askim-Frölunda-Högsbo, Lyckhem;14805255;Askim-Frölunda-Högsbo, Lyckhem;100.0;0.9658;1.0000;-0.0342;bada;O
14805254;Askim-Frölunda-Högsbo, Lyckhem;14805258;Askim-Frölunda-Högsbo, Uggleberget;;0.0342;0.2035;;bara_geo;N
14805255;Askim-Frölunda-Högsbo, Nygård;14805256;Askim-Frölunda-Högsbo, Nygård;100.0;0.8699;0.9459;-0.1301;bada;O
14805255;Askim-Frölunda-Högsbo, Nygård;14805258;Askim-Frölunda-Högsbo, Uggleberget;;0.1183;0.7965;;bara_geo;N
14805255;Askim-Frölunda-Högsbo, Nygård;14805251;Askim-Frölunda-Högsbo, Billdal, N;;0.0118;0.0056;;bara_geo;M
14805256;Askim-Frölunda-Högsbo, Skintebo;14805257;Askim-Frölunda-Högsbo, Skintebo;100.0;1.0000;1.0000;-0.0000;bada;O
14806011;Angered, Lövgärdet, Nedre;14806011;Angered, Lövgärdet, Nedre;100.0;1.0000;1.0000;-0.0000;bada;O
14806012;Angered, Lövgärdet, Övre;14806012;Angered, Lövgärdet, Övre;100.0;1.0000;1.0000;-0.0000;bada;O
14806013;Angered, Lövgärdets Centrum;14806013;Angered, Lövgärdets Centrum;100.0;1.0000;1.0000;-0.0000;bada;O
14806021;Angered, Rannebergen, Norra;14806021;Angered, Rannebergen, Norra;100.0;1.0000;1.0000;-0.0000;bada;O
14806022;Angered, Rannebergen, Södra;14806022;Angered, Rannebergen, Södra;100.0;1.0000;1.0000;-0.0000;bada;O
14806031;Angered, Gårdsten, Norra;14806031;Angered, Gårdsten, Norra;78.2;0.4185;1.0000;-0.3635;bada;M
14806031;Angered, Gårdsten, Norra;14806033;Angered, Gårdsten, Västra;21.8;0.5815;0.4110;0.3635;bada;M
14806032;Angered, Gårdsten, Södra;14806032;Angered, Gårdsten, Södra;100.0;1.0000;0.8238;-0.0000;bada;O
14806033;Angered, Gårdsten, Västra;14806033;Angered, Gårdsten, Västra;100.0;0.8673;0.5890;-0.1327;bada;M
14806033;Angered, Gårdsten, Västra;14806032;Angered, Gårdsten, Södra;;0.1327;0.1762;;bara_geo;O
14806034;Angered, Gårdsten, Östra;14806034;Angered, Gårdsten, Östra;100.0;1.0000;1.0000;-0.0000;bada;O
14806041;Angered, Angereds Centrum;14806041;Angered, Angereds Centrum;100.0;1.0000;1.0000;-0.0000;bada;O
14806042;Angered, Trägårdsgärdet;14806042;Angered, Trägårdsgärdet;100.0;1.0000;1.0000;-0.0000;bada;O
14806051;Angered, Agnesberg;14806051;Angered, Agnesberg;100.0;1.0000;1.0000;-0.0000;bada;O
14806061;Angered, Hammarkullen, Västra;14806062;Angered, Hammarkullen, Västra;23.4;0.9250;0.9040;0.6910;bada;M
14806061;Angered, Hammarkullen, Västra;14806061;Angered, Hammarkullen, Centrum;76.6;0.0750;1.0000;-0.6910;bada;M
14806062;Angered, Hammarkullen, Östra;14806063;Angered, Hammarkullen, Östra;76.1;0.3203;1.0000;-0.4407;bada;M
14806062;Angered, Hammarkullen, Östra;14806064;Angered, Sandeslätt;23.9;0.6797;0.1563;0.4407;bada;M
14806063;Angered, Sandeslätt;14806064;Angered, Sandeslätt;49.3;0.9245;0.8437;0.4315;bada;M
14806063;Angered, Sandeslätt;14806062;Angered, Hammarkullen, Västra;50.7;0.0755;0.0959;-0.4315;bada;M
14806101;Angered, Gunnilse-Linnarhult;14806101;Angered, Gunnilse-Linnarhult;100.0;1.0000;1.0000;-0.0000;bada;O
14806111;Angered, Björsared-Knipared;14806111;Angered, Bergum;32.7;0.8838;0.9697;0.5568;bada;M
14806111;Angered, Björsared-Knipared;14806112;Angered, Björsared;67.3;0.1162;0.9999;-0.5568;bada;M
14806112;Angered, Olofstorp;14806113;Angered, Olofstorp;60.7;0.9114;1.0000;0.3044;bada;M
14806112;Angered, Olofstorp;14806111;Angered, Bergum;39.3;0.0886;0.0303;-0.3044;bada;M
14806121;Angered, Bläsebo;14806121;Angered, Bläsebo;100.0;1.0000;1.0000;-0.0000;bada;O
14806122;Angered, Hjällbo, Norra;14806122;Angered, Hjällbo, Norra;100.0;0.8619;1.0000;-0.1381;bada;O
14806122;Angered, Hjällbo, Norra;14806124;Angered, Skolspåret;;0.0735;0.1546;;bara_geo;O
14806122;Angered, Hjällbo, Norra;14806123;Angered, Hjällbo, Södra;;0.0642;0.0210;;bara_geo;O
14806123;Angered, Hjällbo, Södra;14806123;Angered, Hjällbo, Södra;100.0;1.0000;0.9352;-0.0000;bada;O
14806124;Angered, Skolspåret;14806124;Angered, Skolspåret;100.0;0.7501;0.8454;-0.2499;bada;O
14806124;Angered, Skolspåret;14806123;Angered, Hjällbo, Södra;;0.2499;0.0438;;bara_geo;O
14806131;Angered, Eriksbo;14806131;Angered, Eriksbo;100.0;1.0000;1.0000;-0.0000;bada;O
14807011;Västra Hisingen, Biskopsgården, N;14807011;Västra Hisingen, Biskopsgården, N;94.9;0.7128;0.9080;-0.2362;bada;M
14807011;Västra Hisingen, Biskopsgården, N;14807012;Västra Hisingen, Svarte Mosse;5.1;0.2872;0.0464;0.2362;bada;M
14807012;Västra Hisingen, Svarte Mosse;14807012;Västra Hisingen, Svarte Mosse;62.3;0.9879;0.9536;0.3649;bada;M
14807012;Västra Hisingen, Svarte Mosse;14807011;Västra Hisingen, Biskopsgården, N;37.7;0.0121;0.0920;-0.3649;bada;M
14807021;Västra Hisingen, Länsmansgården, C;14807021;Västra Hisingen, Länsmansgården, C;100.0;1.0000;1.0000;-0.0000;bada;O
14807022;Västra Hisingen, Länsmansgården, N;14807022;Västra Hisingen, Länsmansgården, N;100.0;1.0000;1.0000;-0.0000;bada;O
14807023;Västra Hisingen, Länsmansgården, S;14807023;Västra Hisingen, Länsmansgården, S;100.0;1.0000;1.0000;-0.0000;bada;O
14807031;Västra Hisingen, Badvädersgatan m fl;14807032;Västra Hisingen, Svartedalen, Norra;84.2;0.9350;0.9449;0.0930;bada;M
14807031;Västra Hisingen, Badvädersgatan m fl;14807031;Västra Hisingen, Länsmansgården, Ö;15.8;0.0650;0.1231;-0.0930;bada;M
14807032;Västra Hisingen, Stackmolnsg. m fl;14807031;Västra Hisingen, Länsmansgården, Ö;76.4;0.8946;0.8769;0.1306;bada;M
14807032;Västra Hisingen, Stackmolnsg. m fl;14807032;Västra Hisingen, Svartedalen, Norra;23.6;0.1054;0.0551;-0.1306;bada;M
14807041;Västra Hisingen, Andalen;14807041;Västra Hisingen, Andalen;62.9;0.9350;1.0000;0.3060;bada;M
14807041;Västra Hisingen, Andalen;14807042;Västra Hisingen, Gossbydal-Trånget;37.1;0.0650;0.4751;-0.3060;bada;M
14807042;Västra Hisingen, Hjuvik;14807043;Västra Hisingen, Hjuvik;85.6;0.9281;1.0000;0.0721;bada;M
14807042;Västra Hisingen, Hjuvik;14807042;Västra Hisingen, Gossbydal-Trånget;14.4;0.0714;0.2771;-0.0726;bada;M
14807043;Västra Hisingen, Hällsvik;14807044;Västra Hisingen, Hällsvik;79.8;0.7031;0.9972;-0.0949;bada;M
14807043;Västra Hisingen, Hällsvik;14807042;Västra Hisingen, Gossbydal-Trånget;20.2;0.2969;0.2469;0.0949;bada;M
14807051;Västra Hisingen, Amhult-Arendal;14807051;Västra Hisingen, Amhult-Arendal;78.6;0.9853;1.0000;0.1993;bada;M
14807051;Västra Hisingen, Amhult-Arendal;14807053;Västra Hisingen, Nolered;21.4;0.0147;0.1521;-0.1993;bada;M
14807052;Västra Hisingen, Domarringen m fl;14807056;Västra Hisingen, Tumlehed;23.1;0.5471;0.1658;0.3161;bada;M
14807052;Västra Hisingen, Domarringen m fl;14807054;Västra Hisingen, Torslanda;45.2;0.2019;0.4648;-0.2501;bada;M
14807052;Västra Hisingen, Domarringen m fl;14807052;Västra Hisingen, Domarringen m fl;31.7;0.2456;0.2292;-0.0714;bada;M
14807053;Västra Hisingen, Nolered;14807053;Västra Hisingen, Nolered;71.7;0.8896;0.8479;0.1726;bada;M
14807053;Västra Hisingen, Nolered;14807055;Västra Hisingen, Torslanda Torg;28.3;0.1104;0.5406;-0.1726;bada;M
14807054;Västra Hisingen, Torslanda;14807052;Västra Hisingen, Domarringen m fl;41.1;0.7492;0.7708;0.3382;bada;M
14807054;Västra Hisingen, Torslanda;14807054;Västra Hisingen, Torslanda;43.0;0.2108;0.5352;-0.2192;bada;M
14807054;Västra Hisingen, Torslanda;14807055;Västra Hisingen, Torslanda Torg;15.9;0.0400;0.1360;-0.1190;bada;M
14807055;Västra Hisingen, Tumlehed;14807056;Västra Hisingen, Tumlehed;64.3;0.9651;0.8342;0.3221;bada;M
14807055;Västra Hisingen, Tumlehed;14807055;Västra Hisingen, Torslanda Torg;35.7;0.0349;0.3066;-0.3221;bada;M
14807061;Västra Hisingen, Björlanda;14807061;Västra Hisingen, Björlanda;36.5;0.7118;0.6105;0.3468;bada;M
14807061;Västra Hisingen, Björlanda;14807064;Västra Hisingen, Nolvik;63.5;0.2882;1.0000;-0.3468;bada;M
14807062;Västra Hisingen, Kvisljungeby;14807062;Västra Hisingen, Kvisljungeby;93.2;0.3355;1.0000;-0.5965;bada;M
14807062;Västra Hisingen, Kvisljungeby;14807061;Västra Hisingen, Björlanda;6.8;0.6645;0.2348;0.5965;bada;M
14807063;Västra Hisingen, Lilleby;14807063;Västra Hisingen, Lilleby;84.0;0.9600;1.0000;0.1200;bada;M
14807063;Västra Hisingen, Lilleby;14807065;Västra Hisingen, Älvegården m fl;16.0;0.0400;0.2135;-0.1200;bada;M
14807064;Västra Hisingen, Älvegården m fl;14807065;Västra Hisingen, Älvegården m fl;73.3;0.3263;0.7865;-0.4067;bada;M
14807064;Västra Hisingen, Älvegården m fl;14807061;Västra Hisingen, Björlanda;26.7;0.6737;0.1547;0.4067;bada;M
14807081;Västra Hisingen, Biskopsgården, S;14807081;Västra Hisingen, Biskopsgården, S;100.0;1.0000;0.9963;-0.0000;bada;M
14807082;Västra Hisingen, Treröset;14807082;Västra Hisingen, Treröset;72.6;0.6771;0.9181;-0.0489;bada;M
14807082;Västra Hisingen, Treröset;14807084;Västra Hisingen, Väderlekstorget;27.4;0.3229;0.1357;0.0489;bada;M
14807083;Västra Hisingen, Vårväderstorget;14807083;Västra Hisingen, Vårväderstorget;95.0;0.8640;1.0000;-0.0860;bada;M
14807083;Västra Hisingen, Vårväderstorget;14807081;Västra Hisingen, Biskopsgården, S;5.0;0.0476;0.0037;-0.0024;bada;M
14807083;Västra Hisingen, Vårväderstorget;14807082;Västra Hisingen, Treröset;;0.0884;0.0819;;bara_geo;M
14807084;Västra Hisingen, Väderlekstorget;14807084;Västra Hisingen, Väderlekstorget;100.0;1.0000;0.8643;-0.0000;bada;M
14807091;Västra Hisingen, Jättesten;14807091;Västra Hisingen, Jättesten;34.5;0.7654;0.6382;0.4204;bada;M
14807091;Västra Hisingen, Jättesten;14807094;Västra Hisingen, Önskevädersg. m fl;65.5;0.2346;1.0000;-0.4204;bada;M
14807092;Västra Hisingen, Kärrmossen;14807092;Västra Hisingen, Kärrmossen;76.3;0.8807;1.0000;0.1177;bada;M
14807092;Västra Hisingen, Kärrmossen;14807093;Västra Hisingen, Svartedalen, Södra;23.7;0.1193;0.2620;-0.1177;bada;M
14807093;Västra Hisingen, Svartedalen;14807093;Västra Hisingen, Svartedalen, Södra;55.5;0.5762;0.7380;0.0212;bada;M
14807093;Västra Hisingen, Svartedalen;14807091;Västra Hisingen, Jättesten;44.5;0.4238;0.3618;-0.0212;bada;M
