ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2022;rd;14800337;Östra Centrum, Gubbero;Göteborgs kommun;855;15;0;15;870;1052;82.70;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800338;Östra Centrum, Gubberoparken;Göteborgs kommun;829;4;0;5;834;1064;78.38;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800339;Östra Centrum, Redbergsplatsen;Göteborgs kommun;902;14;1;16;918;1134;80.95;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800340;Östra Centrum, Olskroken;Göteborgs kommun;735;11;0;11;746;953;78.28;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800341;Östra Centrum, Redberget;Göteborgs kommun;881;15;0;15;896;1063;84.29;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800342;Östra Centrum, Bagaregården;Göteborgs kommun;904;6;1;7;911;1048;86.93;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800343;Östra Centrum, Redbergslid;Göteborgs kommun;920;7;0;7;927;1131;81.96;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800344;Östra Centrum, Ånäs;Göteborgs kommun;942;11;0;11;953;1146;83.16;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800345;Östra Centrum, Strömmensberg Västra;Göteborgs kommun;789;8;0;8;797;934;85.33;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800346;Östra Centrum, Strömmensberg Östra;Göteborgs kommun;855;7;1;8;863;1056;81.72;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
